ID,Ring Description,Diamonds shape,Diamond Weights in Carats,Diamond Avg Color,Diamond Avg Clarity,Gems shape if any,Gem Type,Gem Average Clarity,Ring Gross Weight in Grams,Overall Condition,Ring Price,Ring Size
1201.0,"['Art Deco Diamond', ' Platinum ']","[' European-cut, Full-cut']",[1.4  0.25 1.65], J-K-L, VS,[],[],,4.74, Very Good,812500.0,5.0
1202.0,"['Sapphire', ' Diamond', ' White Gold ']",[' Full-cut'],[5.11 1.  ], G-H-I, SI,[' Oval-shaped'],[' Sapphire'], Good,7.16, Very Good,812500.0,7.0
1203.0,"['Star Sapphire', ' Diamond', ' Platinum ']",[' Full-cut'],[35.  2.], G-H-I, VS,[' Oval-shaped Cabochon'],[' Star Sapphire'], Good,20.36, Very Good,812500.0,6.0
1204.0,"['Colored Diamond', ' Diamond', ' Gold ']","[' Cushion Modified Brilliant, Full']",[2.01 1.04 0.18], D-E-F, VS,[],[],,8.2, Very Good,812500.0,7.0
1205.0,"['Diamond', ' Platinum ']","[' Tapered Baguette', ' Cut-Cornered Rectangular Modified Brilliant']",[2.01 0.2 ], G-H-I, SI,[],[],,7.6, Good,812500.0,5.0
1206.0,"['Diamond', ' Platinum', ' Gold ']","[' Radiant, Trapezoid']",[2.14 0.66], M+, VVS,[],[],,6.1, Very Good,812500.0,6.0
1207.0,"['Paraiba-Type Tourmaline', ' Diamond', ' White Gold ']",[' Full-cut'],[11.26  0.35], G-H-I, SI,[' Oval'],[' Tourmaline'],,8.2, Very Good,812500.0,7.0
1208.0,"['Edwardian Diamond', ' Platinum ']","[' European, Mine, Single']",[0.95 0.9  1.05 0.9  0.2  1.5  0.65], J-K-L, SI,[],[],,16.1, Very Good,812500.0,0.0
1209.0,"['Diamond', ' Emerald', ' Gold ']","[' Full-cut, Baguette-cut, Tapered baguette-cut']",[1.95 0.15 0.3 ], G-H-I, VS,[],[],,11.5, Good,812500.0,0.0
1210.0,"['Art Deco Diamond', ' Platinum ']",[' round'],[],,,[],[],,3.3,,806625.0,0.0
1211.0,"['Color Change Sapphire', ' Diamond', ' White Gold ']","[' Pear, Full']",[10.32  1.25], G-H-I, VS,[' Heart-shaped'],[' Color Change Sapphire'], Good,12.0, Very Good,800000.0,7.0
1212.0,"['Colombian Emerald', ' Diamond', ' Gold ']","[' Round Brilliant, Pear']",[5.5  2.75 1.5 ], J-K-L, SI,[' Emerald-cut'],[' Emerald'],,11.1, Very Good,781250.0,5.0
1213.0,"['Colombian Emerald', ' Diamond', ' White Gold ']","[' Full-cut, Baguette-cut']",[5.25 2.45 1.  ], G-H-I, SI,[' Emerald Cut'],[' Natural Beryl'],,11.9, Very Good,781250.0,3.0
1214.0,"[""Gentleman's Diamond"", ' Gold ']",[' Round Brilliant'],[1.5],,,[],[],,9.3, Very Good,781250.0,9.0
1215.0,"['Emerald', ' Diamond', ' White Gold ']","[' Full-cut, Pear-shaped']",[5.   0.6  0.75 1.35], G-H-I, VS,[],[],,9.5, Very Good,781250.0,5.0
1216.0,"['Tanzanite', ' Diamond', ' White Gold ']",[' Full-cut'],[22.37  1.55], G-H-I, VS,[],[],,16.8, Very Good,781250.0,10.0
1217.0,"['Emerald', ' Diamond', ' White Gold ']",[' Baguette and Tapered Baguette'],[11.5  1.6], J-K-L, SI,[' Square'],[' Emerald'], Good,15.08, Very Good,781250.0,5.0
1218.0,"['Art Deco Diamond', ' Sapphire', ' Platinum ']",[' European-cut'],[1.3 0.1 0.5], G-H-I, VS,[' French-cut'],[' Sapphire'], Fine,3.5, Excellent,781250.0,6.0
1219.0,"['Tanzanite', ' Diamond', ' White Gold ']",[' Full-cut'],[15.2  1.3], G-H-I, SI,[' Cushion'],[' Tanzanite'],,14.0, Very Good,781250.0,6.0
1220.0,"['Diamond', ' Emerald', ' Gold ']",[' Full-cut'],[2.6 1.1], J-K-L, I,[' Round'],[' Emerald'], Good,34.32, Very Good,776750.0,0.0
1221.0,"['Diamond', ' Gold ']","[' Round, baguette, princess']",[2.  2.2 4.2], J-K-L, VS,[],[],,9.1, Good,776750.0,6.0
1222.0,"['Diamond', ' Platinum ']","[' Round, Baguette, Marquise']",[1.4  2.35 2.   1.45 7.2 ], G-H-I, VS,[],[],,17.0, Very Good,776750.0,5.0
1223.0,"['Sapphire', ' Diamond', ' Platinum ']",[' Heart-cut'],[4.7  1.1  2.15], J-K-L, SI,[' Oval-shaped'],[' Sapphire'], Fine,9.75, Excellent,776750.0,6.0
1224.0,"['Sapphire', ' Diamond', ' Platinum ']",[' Full and Single-cut'],[12.6  1.2], G-H-I, VS,[' Oval-shaped'],[' Sapphire'], Good,6.85, Very Good,776750.0,6.0
1225.0,"['Diamond', ' Gold ']","[' Radiant, Triangular']",[1.95 2.95], G-H-I, VS,[],[],,5.0, Very Good,776750.0,3.0
1226.0,"['Mabe Pearl', ' Gold ']",[' Near Round'],[],,,[],[],,23.2, Very Good,776750.0,0.0
1227.0,"['Art Deco Diamond', ' Emerald', ' Platinum ']","[' European-cut, Single-cut']",[1.85 2.25], J-K-L, SI,[' Fancy-cut'],[' Emerald'], Good,4.5, Very Good,776750.0,7.0
1228.0,"['Diamond', ' White Gold ']","[' Round Brilliant, Full-cut']",[1.95 0.5  2.45], J-K-L, VS,[],[],,6.5, Very Good,776750.0,9.0
1229.0,"['Colored Diamond', ' Diamond', ' Gold', ' Platinum ']","[' Radiant, Half Moon-cut']",[2.52 0.55 3.07],, VS,[],[],,8.0, Very Good,776750.0,5.0
1230.0,"['Diamond', ' Gold ']","[' Marquise, Full']",[1.], G-H-I, VS,[],[],,12.4, Very Good,550.0,0.0
1231.0,"['Diamond', ' Platinum ']",[],[2.46 0.75], G-H-I, SI,[],[],,11.6, Very Good,776750.0,5.0
1232.0,"['Diamond', ' Platinum ']",[' Round'],[],,,[],[],,15.7,,776750.0,7.0
1233.0,"['Diamond', ' Platinum ']",[],[],,,[],[],,13.6,,776750.0,5.0
1234.0,"['Tanzanite', ' Diamond', ' Gold ']",[' Full-cut'],[20.58  2.9 ], J-K-L, SI,[],[],,29.1, Very Good,752900.0,8.0
1235.0,"['Sapphire', ' White Gold ']",[],[8.86],,,[' Oval'],[' Sapphire'],,7.4, Very Good,750000.0,7.0
1236.0,"['Sapphire', ' White Gold ']",[],[8.86],,,[' Oval'],[' Sapphire'],,7.4, Very Good,750000.0,7.0
1237.0,"['Diamond', ' Platinum ']","[' Full-cut', ' Circular Brilliant']",[2.22 0.4 ], G-H-I, SI,[],[],,4.4, Good,750000.0,4.0
1238.0,"['Retro Emerald', ' Diamond', ' Platinum-Topped Gold ']","[' Transitional, Full-cut']",[3.25 1.5 ], G-H-I, VS,[' Trapezoid'],[' Emerald'],,12.6, Good,750000.0,4.0
1239.0,"['Diamond', ' White Gold ']","[' Full-cut', ' Round Brilliant']",[1.45 0.6  0.35], G-H-I, VS,[],[],,9.5, Very Good,750000.0,8.0
1240.0,"['Diamond', ' Gold Pendant-']",[' European-cut'],[2.36 1.7 ], J-K-L, SI,[],[],,9.9, Very Good,750000.0,7.0
1241.0,"['Diamond', ' Gold Pendant-']",[' European-cut'],[2.36 1.7 ], J-K-L, SI,[],[],,9.9, Very Good,750000.0,7.0
1242.0,"['Diamond', ' White Gold ']","[' Round Brilliant, Full-cut']",[2.74 0.76], G-H-I, I,[],[],,4.9, Very Good,750000.0,7.0
1243.0,"['Diamond', ' Sapphire', ' Platinum', ' Gold ']",[' Cushion Brilliant'],[3.11 2.55],,,[' Triangular-shape'],[' Sapphire'],,6.5, Very Good,750000.0,4.0
1244.0,"['Art Deco Diamond', ' Synthetic Sapphire', ' Platinum ']","[' European-cut, Single-cut']",[1.35 0.2 ], G-H-I, SI,[],[],,3.7, Good,750000.0,7.0
1245.0,"['Purplish Pink Sapphire', ' Diamond', ' Platinum', ' Gold ']",[' Half-Moon'],[6.23 0.64], G-H-I, VS,[' Oval'],[' Natural Corundum'],,8.5, Very Good,750000.0,6.0
1246.0,"['Yellowish Orange Sapphire', ' Diamond', ' Platinum ']",[' Full-cut'],[19.98  3.5 ], G-H-I, SI,[' Cushion'],[' Natural Corundum'],,27.0, Very Good,750000.0,5.0
1247.0,"['Colombian Emerald', ' Diamond', ' White Gold ']","[' Full-cut, Marquise-cut']",[11.   2.   0.7], G-H-I, SI,[' Oval'],[' Natural Beryl'],,11.8, Very Good,750000.0,7.0
1248.0,"['Colombian Emerald', ' Diamond', ' Platinum Eternity ']",[' Baguette'],[3.5 3.5], G-H-I, VS,[' Square Emerald-cut'],[' Natural Beryl'],,12.1, Very Good,750000.0,0.0
1249.0,"['Sapphire', ' Diamond', ' Gold ']",[' Full-cut'],[4.42 1.85], G-H-I, VS,[' Oval'],[' Natural Corundum'],,6.5, Very Good,750000.0,6.0
1250.0,"['Star Sapphire', ' Diamond', ' Platinum ']","[' Full-cut, Baguette-cut']",[72.    1.5   1.25], G-H-I, VS,[' Cabochon'],[' Star Sapphire'],,29.3, Very Good,750000.0,8.0
1251.0,"['Burma Ruby', ' Diamond', ' White Gold ']",[' full-cut'],[1.67 1.35], G-H-I, SI,[' Round Brilliant'],[' Ruby'],,5.6, Very Good,750000.0,6.0
1252.0,"['Diamond', ' Platinum Eternity Band', ' Van Cleef & Arpels']",[' marquise'],[4.3], G-H-I, VS,[],[],,6.7, Very Good,750000.0,0.0
1253.0,"['Diamond', ' Gold ']","[' Rose-cut, Full-cut']",[], G-H-I, I,[],[],,5.4, Very Good,750000.0,6.0
1254.0,"['Aquamarine', ' Platinum ']",[],[36.],,,[' Fancy-cut'],[' Aquamarine'],,27.7, Very Good,750000.0,0.0
1255.0,"['Diamond', ' Platinum ']","[' Round Brilliant-cut, Single-cut', ' Round Brilliant']",[2.13], J-K-L, SI,[],[],,6.2, Very Good,750000.0,7.0
1256.0,"['Diamond', ' White Gold Eternity Band']",[' Round Brilliant'],[6.03], G-H-I, I,[],[],,6.65, Very Good,750000.0,0.0
1257.0,"['Diamond', ' Platinum ']","[' Baguette, Tapered Baguette']",[2.63 0.3 ], M+, VS,[],[],,9.2, Very Good,750000.0,0.0
1258.0,"['Diamond', ' Platinum ']","[' Baguette, Tapered Baguette']",[2.63 0.3 ], M+, VS,[],[],,9.2, Very Good,750000.0,0.0
1259.0,"['Diamond', ' Platinum', ' Gold ']","[' Round Brilliant, Full-cut']",[3.25 2.6 ], G-H-I, VS,[],[],,10.1, Very Good,750000.0,5.0
1260.0,"['Diamond', ' Sapphire', ' Gold ']","[' Marquise', ' European-cut']",[2.31], G-H-I, SI,[' Marquise'],[' Sapphire'],,7.53, Good,750000.0,7.0
1261.0,"['Ceylon Sapphire', ' Diamond', ' Platinum ']","[' Full-cut', ' Oval']",[5.45 0.7 ], G-H-I, SI,[],[],,7.2, Very Good,750000.0,7.0
1262.0,"['Colombian Emerald', ' Diamond', ' Platinum ']","[' Full, Single, Baguette']",[8.5  3.15 0.9 ], G-H-I, SI,[' Cushion Pyramidal Cabochon'],[' Natural Beryl'],,15.12, Very Good,750000.0,6.0
1263.0,"[""Gentleman's Diamond"", ' Gold ']","[' European-cut, Baguette-cut']",[4.1 2. ], M+, I,[],[],,27.6, Very Good,750000.0,9.0
1264.0,"[""Gentleman's Diamond"", ' Gold ']",[' Round Brilliant-cut'],[1.65], J-K-L, VS,[],[],,10.08, Very Good,750000.0,9.0
1265.0,"['Topaz', ' Diamond', ' Platinum ']",[' Bullet'],[16.2  0.5], G-H-I, VS,[' Rectangular'],[' Topaz'],,11.6, Very Good,750000.0,5.0
1266.0,"['Diamond', ' Gold ']","[' Oval-shaped', ' Oval Brilliant']",[1.48], G-H-I, SI,[],[],,13.3, Very Good,750000.0,0.0
1267.0,"['Diamond', ' Lapis Lazuli', ' Coral', ' Platinum ']",[' Pear'],[2.4], G-H-I, VS,[' Pear-shaped Cabochon'],"[' Coral, Lapis Lazuli']",,12.77, Very Good,750000.0,9.0
1268.0,"['Sapphire', ' Diamond', ' Platinum ']","[' Pear, Baguette & Tapered Baguette', ' Pear']",[1.27 1.3  0.5 ], G-H-I, VS,[' Pear'],[' Sapphire'],,6.31, Very Good,750000.0,7.0
1269.0,"['Art Deco', ' Diamond', ' Synthetic Sapphire', ' Platinum ']","[' European-cut, Single-cut']",[2.2 0.7], G-H-I, SI,[' Calibré-cut'],[' Synthetic Sapphire'],,5.9, Very Good,750000.0,6.0
1270.0,"['Turquoise', ' Diamond', ' Platinum ']","[' Full-cut, Baguette-cut']",[1.5 0.9], G-H-I, VS,[' Oval Cabochon'],[' Turquoise'],,1.7, Very Good,750000.0,6.0
1271.0,"['Chrysoprase', ' Diamond', ' Gold', ' Platinum-Topped Gold ']",[' Full-cut'],[0.15], G-H-I, VS,[' Sugarloaf-cut'],[' Chrysoprase'],,30.6, Very Good,750000.0,0.0
1272.0,"['Padparadscha Sapphire', ' Alexandrite', ' Gold ']",[],[3.58 7.95],,,"[' Oval-shaped, Cushion-shaped, Round-cut', ' Oval']","[' Padparadscha Sapphire, Alexandrite', ' Corundum']",,12.0, Very Good,750000.0,6.0
1273.0,"['Ruby', ' Diamond', ' Platinum ']","[' Full-cut, Tapered Baguette-cut']",[1.35 0.45 0.45], G-H-I, VS,"[' Oval-shaped', ' Oval']","[' Ruby', ' Corundum']",,6.4, Very Good,750000.0,5.0
1274.0,"['Sapphire', ' Diamond', ' White Gold ']",[' Full-cut'],[5.69 1.4 ], G-H-I, SI,[' Oval-shaped'],[' Sapphire'],,6.1, Very Good,750000.0,6.0
1275.0,"['Ruby', ' Diamond', ' Gold ']",[' Full-cut'],[6.88 2.52], G-H-I, VS,[' Heart-Shaped Cabochon'],[' Ruby'],,9.6, Very Good,750000.0,6.0
1276.0,"['Diamond', ' Gold ']","[' Full-cut, European-cut']",[1.6 0.7 0.3 2.6], G-H-I, VS,[],[],,10.3, Good,750000.0,5.0
1277.0,"['Diamond', ' Gold ']",[' Round Brilliant-cut'],[3.24], M+, SI,[],[],,8.5, Very Good,750000.0,5.0
1278.0,"['Pink Sapphire', ' Diamond', ' Gold ']",[' Square-cut'],[2.45 1.06], D-E-F, VS,"[' Cushion-shaped', ' Cushion']","[' Pink Sapphire', ' Corundum']",,13.3,,750000.0,6.0
1279.0,"['Diamond', ' Platinum ']","[' Round Brilliant-cut, Full-cut']",[1.25 0.5  0.1 ], G-H-I, VS,[],[],,5.7, Very Good,750000.0,6.0
1280.0,"['Diamond', ' White Gold Eternity Band', ' Buccellati']",[' Full-cut'],[0.95], G-H-I, VS,[],[],,7.9, Very Good,750000.0,0.0
1281.0,"['Diamond', ' Platinum ']",[' Square Emerald-cut'],[1.86 0.35], G-H-I, VS,[],[],,3.4, Very Good,750000.0,5.0
1282.0,"['Fancy Light Yellow Diamond', ' Diamond', ' Gold ']",[' Cut-cornered Rectangular Modified Brilliant-cut'],[2.  0.5], G-H-I, SI,[],[],,5.9, Very Good,750000.0,6.0
1283.0,"['Sapphire', ' Diamond', ' White Gold ']",[' Full-cut'],[4.  0.6], G-H-I, VS,[],[],,8.0, Very Good,750000.0,6.0
1284.0,"['Sapphire', ' Diamond', ' White Gold ']",[' Full-cut'],[6.7  0.75], J-K-L, SI,[],[],,6.31, Very Good,750000.0,8.0
1285.0,"['Diamond', ' White Gold ']","[' European-cut, Single-cut']",[1.6  0.85 0.45], G-H-I, SI,[],[],,6.6, Very Good,750000.0,7.0
1286.0,"['Art Deco Diamond', ' Platinum ']","[' European-cut, Baguette-cut, Single-cut']",[1.43 0.3 ], J-K-L, SI,[],[],,4.0, Very Good,750000.0,5.0
1287.0,"['Diamond', ' Platinum ']","[' Oval-shaped, Full-cut, Marquise-cut, Baguette-cut']",[2.5 1.7 0.3], J-K-L, SI,[],[],,7.9, Very Good,750000.0,0.0
1288.0,"['Black Opal', ' Diamond', ' Platinum ']","[' Tapered Baguette-cut, Full-cut']",[5.1  1.97], G-H-I, VS,[],[],,14.4, Excellent,750000.0,5.0
1289.0,"['Diamond', ' Gold ']","[' Pear Brilliant-cut, Square-cut']",[2.01 0.8 ], G-H-I, VS,[],[],,7.8, Very Good,750000.0,0.0
1290.0,"['Colored Diamond', ' Diamond', ' White Gold ']",[' Oval-shaped'],[4.4 0.3], G-H-I, SI,[],[],,4.9, Very Good,750000.0,7.0
1291.0,"['Sapphire', ' Diamond', ' Gold ']",[' Full-cut'],[2.63 0.53], G-H-I, VS,[' Oval'],[' Sapphire'], Good,9.05, Very Good,750000.0,0.0
1292.0,"['Alexandrite', ' Diamond', ' White Gold ']",[' tirangle and full-cut'],[3.04 0.55], G-H-I, SI,[' cushion-shaped'],[' alexandrite'], Good,5.5, Very Good,750000.0,6.0
1293.0,"['Sapphire', ' Diamond', ' Pink Gold ']",[' Full-cut'],[6.88 1.8 ], G-H-I, VS,[],[],,14.57, Excellent,750000.0,0.0
1294.0,"['Tanzanite', ' Diamond', ' White Gold ']",[' Triangle-shaped'],[9.  1.3], G-H-I, VS,[' Square-shaped'],[' Tanzanite'], Fine,9.11, Very Good,750000.0,6.0
1295.0,"['Art Deco Diamond', ' Ruby', ' Platinum ']","[' European, Swiss, single, and rectangle']",[1.3 0.7 1.1 3.4], G-H-I, VS,[' baguette'],[' Ruby'], Fine,10.5, Very Good,750000.0,6.0
1296.0,"['Diamond', ' Platinum ']","[' Heart, Tapered baguette']",[1.5 2. ], G-H-I, SI,[],[],,4.6, Very Good,750000.0,6.0
1297.0,"['Diamond', ' Sapphire', ' Platinum ']",[' Full-cut'],[1.   3.15 1.5 ], G-H-I, VS,[' Tapered Baguette-cut'],[' Sapphire'], Good,12.41, Very Good,750000.0,9.0
1298.0,"['Cynthia Bach Diamond', ' Gold ']","[' Cushion-cut, Full-cut']",[3.58], G-H-I, I,[],[],,, Very Good,750000.0,0.0
1299.0,"['Michael Beaudry Spinel', ' Diamond', ' White Gold ']","[' Kite-shaped, Full-cut']",[10.], G-H-I, SI,[],[],,, Very Good,750000.0,0.0
1300.0,"['Cartier Diamond', ' Gold ']",[' full-cut'],[4.35], G-H-I, SI,[],[],,, Excellent,750000.0,0.0
1301.0,"['Diamond', ' Gold ']","[' Pear-shaped, Full-cut']",[2.4 0.9], J-K-L, VS,[],[],,12.9, Very Good,750000.0,5.0
1302.0,"['Diamond', ' Gold ']","[' Emerald-cut, Square-shaped']",[2.03 1.1 ], J-K-L, SI,[],[],,8.97, Very Good,750000.0,6.0
1303.0,"['Art Deco Sapphire', ' Diamond', ' Platinum ']","[' European-cut, Single-cut']",[0.9  1.55], G-H-I, VS,[' Square-shaped'],[' Sapphire'], Good,5.11, Very Good,750000.0,5.0
1304.0,"[""Gentleman's Diamond"", ' White Gold ']",[' Round Brilliant-cut'],[2.03], J-K-L, SI,[],[],,10.16, Excellent,750000.0,8.0
1305.0,"['Sapphire', ' Diamond', ' Platinum ']","[' Tapered Baguette-cut, Full-cut']",[5.  1.2], G-H-I, VS,[' Oval-shaped'],[' Sapphire'], Fine,14.6, Excellent,750000.0,6.0
1306.0,"['Diamond', ' Platinum Eternity Band']","[' Emerald, Full-cut']",[2.5 3.5], G-H-I, SI,[],[],,6.02, Very Good,750000.0,0.0
1307.0,"['Colored Diamond', ' Diamond', ' White Gold ']",[' Full-Cut'],[5.02 0.66], G-H-I, SI,[],[],,8.9, Very Good,750000.0,6.0
1308.0,"['South Sea Cultured Pearl', ' Diamond', ' Gold ']","[' Full-cut', ' Button']",[1.], D-E-F, VVS,[],[],,18.69, Very Good,750000.0,6.0
1309.0,"['Tanzanite', ' Diamond', ' Platinum ']",[' Full-cut'],[20.7   1.15], G-H-I, SI,[' Oval'],[' Tanzanite'],,17.1, Good,750000.0,6.0
1310.0,"['Spinel', ' Diamond', ' Gold ']",[' Full-cut'],[5.7  1.75], G-H-I, VS,[' Oval-shaped'],[' Spinel'], Fine,10.4, Excellent,746875.0,7.0
1311.0,"['Diamond', ' White Gold ']",[' Round Brilliant-cut'],[1.55], G-H-I, VS,[],[],,2.9, Very Good,746875.0,6.0
1312.0,"['Kunzite', ' Diamond', ' Platinum ']",[' Full-cut'],[39.39  3.  ], G-H-I, VS,[' Emerald-cut'],[' Kunzite'], Fine,23.96, Excellent,731300.0,6.0
1313.0,"['Diamond', ' Colored Diamond', ' White Gold ']","[' trapezoid, full-cut', ' Modified Cushion']",[3.04 0.67 0.48], G-H-I, VS,[],[],,10.5, Very Good,718750.0,6.0
1314.0,"['Art Deco Fancy Yellow Diamond', ' Diamond', ' Emerald', ' Platinum ']","[' French, European, single-cut', ' Round Brilliant']",[1.73 0.5 ], J-K-L, SI,[' calibré-cut'],[' Emerald'],,5.7, Good,718750.0,6.0
1315.0,"[""Gentleman's Star Sapphire"", ' Diamond', ' Gold ']",[' Triangle-shaped'],[32.8  1.8], M+, SI,[' Cabochon'],[' Star Sapphire'],,28.6, Very Good,718750.0,8.0
1316.0,"['Diamond', ' Platinum ']",[' Marquise-cut'],[2.4], G-H-I, SI,[],[],,3.6, Very Good,718750.0,6.0
1317.0,"['Sapphire', ' Diamond', ' Platinum ']",[' Half-moon Cut'],[4.36 1.04],, VS,[' Oval-cut'],[' Sapphire'],,7.1, Very Good,718750.0,5.0
1318.0,"['Diamond', ' Colored Diamond', ' Platinum', ' Gold ']","[' Oval-shaped, Pear-shaped']",[0.5  0.52 0.54], G-H-I, VS,[],[],,6.4, Very Good,718750.0,0.0
1321.0,"['Art Deco Diamond', ' Platinum ']","[' European-cut, Single-cut, Baguette-cut']",[1.4  0.35 0.15 1.9 ], J-K-L, SI,[],[],,5.6, Very Good,717000.0,7.0
1323.0,"['Sapphire', ' Diamond', ' Gold ']","[' Full-cut, Baguette-cut']",[9.  2.  1.3 3.3], G-H-I, SI,[],[],,17.9, Very Good,717000.0,6.0
1329.0,"['Diamond', ' Gold ']",[' Round'],[],,,[],[],,9.4, Very Good,717000.0,4.0
1330.0,"[""Gentleman's Diamond"", ' Gold ']",[' Round'],[],,,[],[],,19.8,,717000.0,10.0
1331.0,"['Diamond', ' Platinum ']","[' Radiant-cut, Baguette-cut', ' Square Modified Brilliant']",[1.74 1.4  0.4 ], G-H-I, VS,[],[],,15.8, Very Good,712500.0,6.0
1332.0,"['Diamond', ' Platinum ']","[' Radiant-cut, Baguette-cut', ' Square Modified Brilliant']",[1.74 1.4  0.4 ], G-H-I, VS,[],[],,15.8, Very Good,712500.0,6.0
1333.0,"['Burma Spinel', ' Diamond', ' White Gold ']",[' Full-cut'],[3.25 6.37], G-H-I, SI,[' Cushion'],[' Spinel'],,15.5, Very Good,700000.0,7.0
1334.0,"['Burma Spinel', ' Diamond', ' White Gold ']",[' Full-cut'],[3.25 6.37], G-H-I, SI,[' Cushion'],[' Spinel'],,15.5, Very Good,700000.0,7.0
1335.0,"['Burma Spinel', ' Diamond', ' White Gold ']",[' Full-cut'],[3.25 6.37], G-H-I, SI,[' Cushion'],[' Spinel'],,15.5, Very Good,700000.0,7.0
1339.0,"['Mabe Pearl', ' Diamond', ' Gold ']","[' Full-cut', ' Half Pearl']",[0.6], G-H-I, VS,[],[],,30.7, Very Good,687500.0,0.0
1347.0,"['Art Deco Star Sapphire', ' Diamond', ' Platinum ']","[' European, Bullet, Trapezoid']",[14.3   0.45  0.15], G-H-I, VS,[' Cabochon'],[' Star Sapphire'],,7.9, Very Good,687500.0,4.0
1348.0,"['Art Deco Star Sapphire', ' Diamond', ' Platinum ']","[' European, Bullet, Trapezoid']",[14.3   0.45  0.15], G-H-I, VS,[' Cabochon'],[' Star Sapphire'],,7.9, Very Good,687500.0,4.0
1349.0,"['Art Deco Star Sapphire', ' Diamond', ' Platinum ']","[' European, Bullet, Trapezoid']",[14.3   0.45  0.15], G-H-I, VS,[' Cabochon'],[' Star Sapphire'],,7.9, Very Good,687500.0,4.0
1350.0,"['Art Deco Star Sapphire', ' Diamond', ' Platinum ']","[' European, Bullet, Trapezoid']",[14.3   0.45  0.15], G-H-I, VS,[' Cabochon'],[' Star Sapphire'],,7.9, Very Good,687500.0,4.0
1351.0,"['Diamond', ' Gold ']",[' Round Brilliant'],[1.58],,,[],[],,21.5, Very Good,687500.0,0.0
1352.0,"['Diamond', ' Gold ']",[' European-cut'],[0.9 1.7], G-H-I, SI,[],[],,13.4, Very Good,687500.0,8.0
1353.0,"['Ceylon Sapphire', ' Diamond', ' Gold ']","[' Triangular Modified Brilliant', ' Triangular Modified Brilliant']",[5.06 0.83 0.68],,,[' Oval'],[' Sapphire'],,17.6, Very Good,687500.0,7.0
1354.0,"['Ceylon Sapphire', ' Diamond', ' Gold ']","[' Triangular Modified Brilliant', ' Triangular Modified Brilliant']",[5.06 0.83 0.68],,,[' Oval'],[' Sapphire'],,17.6, Very Good,687500.0,7.0
1355.0,"['Ruby', ' Diamond', ' White Gold ']",[' full-cut'],[2.69 0.5 ], G-H-I, SI,[' Oval'],[' Ruby'],,4.8, Very Good,687500.0,4.0
1356.0,"['Ruby', ' Diamond', ' Gold ']","[' marquise, baguette']",[5.29 1.4 ], G-H-I, SI,[' Oval'],[' Ruby'],,9.1, Very Good,687500.0,7.0
1358.0,"['Emerald', ' Diamond', ' White Gold ']",[' Full-cut'],[3.25 1.2 ], G-H-I, VS,[' Sugarloaf-cut'],[' Emerald'],,8.7, Very Good,687500.0,6.0
1359.0,"[""Patek Philippe Lady's Nautilus Gold Watch""]",[],[],,,[],[],,, Very Good,687500.0,0.0
1361.0,"['Diamond', ' Platinum ']","[' European-cut, Single-cut']",[2.38 0.2 ], M+, SI,[],[],,4.6, Good,687500.0,5.0
1362.0,"['Aquamarine', ' Diamond', ' Platinum ']","[' Full-cut, Marquise-shaped']",[31.   1.6], G-H-I, VS,[' Emerald-cut'],[' Aquamarine'],,17.7, Very Good,687500.0,6.0
1363.0,"['Black Opal', ' Diamond', ' Platinum ']","[' Marquise-cut, baguette-cut']",[4.  3.9], G-H-I, VS,[' Oval-cabochon'],[' Black Opal'],,14.5, Fair,687500.0,7.0
1364.0,"['Diamond', ' White Gold ']",[' Round Brilliant'],[1.69],,,[],[],,3.07, Very Good,687500.0,6.0
1365.0,"['Ceylon Sapphire', ' Diamond', ' White Gold ']","[' Square, Full']",[4.32 1.45], J-K-L, SI,"[' Octagonal', ' Octagonal Step-Cut']",[' Sapphire'],,8.97, Very Good,687500.0,6.0
1366.0,"['Very Light Pink Diamond', ' Diamond', ' White Gold ']","[' Marquise, Pear, Round', ' Oval']",[0.3  1.18], G-H-I, VS,[],[],,7.1, Very Good,687500.0,7.0
1367.0,"['South Sea Cultured Pearl', ' Diamond', ' Gold ']","[' Full-cut', ' Round']",[2.], G-H-I, VS,[],[],,17.83, Very Good,687500.0,9.0
1368.0,"['Diamond', ' Platinum ']","[' Oval-shaped, Marquise-cut, Pear-shaped, Baguette-cut']",[0.65 3.4  0.85 0.9  5.8 ], G-H-I, VS,[],[],,12.0, Good,687500.0,0.0
1369.0,"['Padparadscha Sapphire', ' Diamond', ' Platinum ']","[' Pear-shaped, Full-cut']",[2.03 0.86], G-H-I,,"[' Oval Modified Brilliant-cut', ' Oval Modified Brilliant-cut']","[' Padparadscha Sapphire', ' Corundum']",,6.1, Very Good,687500.0,6.0
1370.0,"['Burma Sapphire', ' Sapphire', ' Diamond', ' Gold ']",[' Full-cut'],[5.86 1.2  0.8 ], G-H-I, VS,"[' Cushion-shaped, Round-cut', ' Cushion-shaped']","[' Sapphire', ' Corundum']",,10.7, Very Good,687500.0,6.0
1371.0,"['Sapphire', ' Diamond', ' Platinum ']",[' Rose-cut'],[3.15 0.2  0.1 ], J-K-L, SI,"[' Oval-shaped, Triangle-shaped, Trapezoid-shaped']",[' Sapphire'],,4.0, Good,687500.0,5.0
